MER67C,Homo_sapiens
MER67D,Homo_sapiens
MER68A,Eutheria
MER68B,Homo_sapiens
MER68C,Homo_sapiens
MER68_I,Eutheria
MER69A,Eutheria
MER69B,Eutheria
MER69C,Homo_sapiens
MER6A,Primates
MER6B,Homo_sapiens
MER6C,Eutheria
MER70A,Homo_sapiens
MER70B,Homo_sapiens
MER70C,Homo_sapiens
MER70_I,Eutheria
MER72,Homo_sapiens
MER72B,Homo_sapiens
MER73,Homo_sapiens
MER74,Eutheria
MER74A,Eutheria
MER74B,Homo_sapiens
MER74C,Homo_sapiens
MER75,Homo_sapiens
MER75A,Primates
MER75B,Homo_sapiens
MER76,Homo_sapiens
MER76-int,Eutheria
MER77,Homo_sapiens
MER8,Homo_sapiens
MER80,Eutheria
MER80B,Homo_sapiens
MER81,Homo_sapiens
MER82,Eutheria
MER83,Homo_sapiens
MER83AI,Homo_sapiens
MER83B,Homo_sapiens
MER83BI,Homo_sapiens
MER83C,Homo_sapiens
MER84,Homo_sapiens
MER84I,Homo_sapiens
MER85,Homo_sapiens
MER87,Homo_sapiens
MER87B,Homo_sapiens
MER88,Homo_sapiens
MER89,Homo_sapiens
MER89I,Homo_sapiens
MER9,Homo_sapiens
MER90,Homo_sapiens
MER90a_LTR,Eutheria
MER91A,Homo_sapiens
MER91B,Eutheria
MER91C,Homo_sapiens
MER92A,Homo_sapiens
MER92B,Homo_sapiens
MER92C,Eutheria
MER94,Homo_sapiens
MER94B,Homo_sapiens
MER95,Homo_sapiens
MER96,Homo_sapiens
MER96B,Homo_sapiens
MER97A,Homo_sapiens
MER97B,Homo_sapiens
MER97C,Homo_sapiens
MER97d,Eutheria
MER99,Homo_sapiens
MER9a1,Catarrhini
MER9a2,Catarrhini
MER9a3,Catarrhini
MER9B,Homo_sapiens
Merlin1_HS,Homo_sapiens
MERX,Eutheria
MIR,Mammalia
MIR3,Mammalia
MIRb,Mammalia
MIRc,Mammalia
MLT-int,Eutheria
MLT1A0,Eutheria
MLT1A1,Eutheria
MLT1B,Eutheria
MLT1C,Eutheria
MLT1C1,Eutheria
MLT1C2,Eutheria
MLT1D,Eutheria
MLT1E,Eutheria
MLT1E1,Eutheria
MLT1E1A,Eutheria
MLT1E2,Eutheria
MLT1F,Eutheria
MLT1F1,Eutheria
MLT1F2,Eutheria
MLT1F_I,Eutheria
MLT1G,Homo_sapiens
MLT1G1,Homo_sapiens
MLT1G2,Homo_sapiens
MLT1G3,Homo_sapiens
MLT1H,Homo_sapiens
MLT1H1,Homo_sapiens
MLT1H2,Homo_sapiens
MLT1H_I,Eutheria
MLT1I,Homo_sapiens
MLT1J,Eutheria
MLT1J-int,Eutheria
MLT1J1,Eutheria
MLT1J2,Eutheria
MLT1K,Homo_sapiens
MLT1L,Homo_sapiens
MLT1M,Mammalia
MLT1N2,Homo_sapiens
MLT1O,Eutheria
MLT1_I,Eutheria
MLT2A1,Homo_sapiens
MLT2A2,Homo_sapiens
MLT2B2,Eutheria
MLT2B3,Eutheria
MLT2B4,Eutheria
MLT2C2,Homo_sapiens
MLT2D,Homo_sapiens
MLT2E,Eutheria
MLT2F,Eutheria
MSTA,Primates
MSTA1,Primates
MSTA2,Primates
MSTB,Homo_sapiens
MSTB1,Primates
MSTC,Eutheria
MSTD,Homo_sapiens
MST_I,Eutheria
ORSL,Eutheria
ORSL-2a,Mammalia
ORSL-2b,Mammalia
PABL_A,Homo_sapiens
PABL_AI,Homo_sapiens
PABL_B,Homo_sapiens
PABL_BI,Homo_sapiens
PB1D11,Euarchontoglires
PRIMA41,Homo_sapiens
PRIMA4_I,Homo_sapiens
PRIMA4_LTR,Homo_sapiens
PRIMAX_I,Homo_sapiens
PrimLTR79,Homo_sapiens
PTR5,Homo_sapiens
Retroposon-1_HS,Homo_sapiens
RhiBie-1.49,Primates
RICKSHA,Eutheria
RICKSHA_0,Eutheria
Ricksha_a,Eutheria
SVA_A,Homo_sapiens
SVA_B,Homo_sapiens
SVA_C,Homo_sapiens
SVA_D,Homo_sapiens
SVA_E,Homo_sapiens
SVA_F,Homo_sapiens
THE1A,Homo_sapiens
THE1B,Hominidae
THE1C,Homo_sapiens
THE1D,Homo_sapiens
THE1_I,Homo_sapiens
THER1,Theria
THER2,Theria
TIGGER1,Homo_sapiens
Tigger10,Mammalia
Tigger12,Mammalia
Tigger12A,Mammalia
Tigger13a,Mammalia
Tigger14a,Mammalia
Tigger15a,Mammalia
Tigger16a,Mammalia
Tigger16b,Mammalia
TIGGER2,Homo_sapiens
Tigger2b_Pri,Primates
Tigger3b,Primates
Tigger3c,Primates
Tigger3d,Primates
Tigger4a,Primates
TIGGER5,Homo_sapiens
TIGGER5A,Eutheria
TIGGER5_A,Eutheria
TIGGER5_B,Eutheria
TIGGER6A,Eutheria
TIGGER6B,Homo_sapiens
TIGGER7,Homo_sapiens
TIGGER8,Homo_sapiens
TIGGER9,Homo_sapiens
Tigger9b,Eutheria
UCON1,Amniota
UCON10,Tetrapoda
UCON100,Mammalia
UCON104,Theria
UCON107,Mammalia
UCON11,Tetrapoda
UCON12,Amniota
UCON12A,Euteleostomi
UCON13,Tetrapoda
UCON132a,Theria
UCON132b,Theria
UCON14,Tetrapoda
UCON15,Amniota
UCON16,Amniota
UCON17,Amniota
UCON18,Tetrapoda
UCON19,Amniota
UCON2,Amniota
UCON20,Amniota
UCON21,Amniota
UCON22,Euteleostomi
UCON23,Amniota
UCON24,Amniota
UCON25,Euteleostomi
UCON26,Amniota
UCON27,Amniota
UCON28,Euteleostomi
UCON28a,Euteleostomi
UCON28b,Euteleostomi
UCON28c,Euteleostomi
UCON29,Amniota
UCON3,Euteleostomi
UCON31,Tetrapoda
UCON34,Theria
UCON39,Mammalia
UCON4,Amniota
UCON42,Theria
UCON49,Mammalia
UCON5,Amniota
UCON50,Mammalia
UCON51,Mammalia
UCON52,Theria
UCON55,Theria
UCON6,Amniota
UCON7,Tetrapoda
UCON74,Theria
UCON78,Mammalia
UCON79,Theria
UCON8,Tetrapoda
UCON81,Theria
UCON82,Mammalia
UCON86,Mammalia
UCON9,Amniota
UCON95,Mammalia
UCON99,Mammalia
X10a_DNA,Theria
X10b_DNA,Theria
X11_DNA,Mammalia
X11_LINE,Mammalia
X12_DNA,Mammalia
